Date,Time Frame,Ratings Provider,Channel,Program,Audience Share Rating,Source Article (PEP)
"Fri, 01/02/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3
"Fri, 01/02/2015",Morning,AGB Nielsen,GMA Network,Bleach,8.6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3
"Fri, 01/02/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,10.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3
"Fri, 01/02/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,5.3,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3#focus
"Fri, 01/02/2015",Morning,AGB Nielsen,GMA Network,Shaman King,9.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3
"Fri, 01/02/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,11.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/3
"Sat, 01/03/2015",Morning,AGB Nielsen,GMA Network,Monsuno,5.9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/4
"Sun, 01/04/2015",Morning,AGB Nielsen,GMA Network,Monsuno,5.6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/6
"Sun, 01/04/2015",Morning,AGB Nielsen,GMA Network,Grimm's Fairy Tales,3.9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/6#
"Sun, 01/04/2015",Morning,AGB Nielsen,GMA Network,Superhero Sunday: One Piece Strong World,10.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/6#focus
"Sun, 01/04/2015",Morning,AGB Nielsen,ABS-CBN,Kapamilya Blockbusters: Dragon Ball Z Battle of the Gods,9.9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/6#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Doraemon,5.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5.9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,One Piece,7.3,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Bleach,9.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,7.9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,5.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,5.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Shaman King,9.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Mon, 01/05/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/7#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Doraemon,4.4,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/8#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,One Piece,5.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Bleach,6.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/8#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,7.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,4.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/8#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,4.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/8#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Shaman King,9.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,9.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Tue, 01/06/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,7.6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/9#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,One Piece,6.8,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Doraemon,4.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Bleach,7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,7.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,4.4,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,5.3,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Shaman King,9.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,9.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Wed, 01/07/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,8,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/10#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Doraemon,5.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Pokemon,6.3,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,One Piece,7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Bleach,6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,7.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,4.4,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.4,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Shaman King,8.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,8.5,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Thu, 01/08/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,8,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/12#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Doraemon,7.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Pokemon,7.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Bleach,8.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,8.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,5.1,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.8,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,6.7,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Shaman King,9,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Hunter x Hunter,10.2,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Fri, 01/09/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,8.6,http://www.pep.ph/guide/agb/15603/agb-nielsen-mega-manila-household-ratings-jan-1-9-2015-strawberry-lane-and-hiram-na-alaala-finish-stronglythe-ryzza-mae-show-beats-mini-series-of-gerald-maja-kc-paulo/1/13#focus
"Sat, 01/10/2015",Morning,AGB Nielsen,GMA Network,Monsuno,5.3,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives
"Sat, 01/10/2015",Morning,AGB Nielsen,TV5,Stitch!,0.7,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives
"Sun, 01/11/2015",Morning,AGB Nielsen,GMA Network,Grimm's Fairy Tales,5.2,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/3#focus
"Sun, 01/11/2015",Morning,AGB Nielsen,GMA Network,Monsuno,6.6,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/3#focus
"Sun, 01/11/2015",Morning,AGB Nielsen,TV5,Stitch!,1.9,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/3#focus
"Sun, 01/11/2015",Morning,AGB Nielsen,GMA Network,Superhero Sunday: Pokemon Raikou,10.6,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/2#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,Doraemon,4.8,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5.3,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,One Piece,6.3,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,7.5,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,Bleach,7.7,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,3.9,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,GMA Network,Ghost Fighter,8.6,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
"Mon, 01/12/2015",Morning,AGB Nielsen,ABS-CBN,Adventures of Tom Sawyer,4.7,http://www.pep.ph/guide/agb/15789/agb-nielsen-mega-manila-household-ratings-january-10-16-2015-second-chances-debut-week-defeats-two-wives/1/4#focus
